(367,15.041108570518887
(249,13.759758156326146
(145,12.945010731992397
(264,12.591571522014904
(266,12.368441304482188
(123,11.738631884796275
(127,11.719968326756044
(122,11.674431977591057
(1317,11.613413926981215
(5,11.534937495054209
(251,11.226675357249428
(427,11.133092568348022
(149,10.443326114951157
(176,10.222792842140475
(353,10.056702630083016
(390,10.01508662484981
(559,9.906631455223366
(124,9.885623092768984
(4,9.752974691397183
(7,9.45644257056513
(177,9.367391669959812
(146,9.290861682662484
(424,9.036404949691974
(368,9.011826053401949
(3,8.953371277182484
(422,8.781454610609444
(147,8.711382444789471
(143,8.506434589551821
(248,8.493485671470914
(369,8.465982277272374
(125,8.317548791271255
(144,8.272702731724463
(128,8.266954670962168
(754,8.098613009176873
(8,7.943159920046654
(247,7.941981004041891
(126,7.830438657780816
(179,7.800241173811776
(175,7.7791861005119785
(121,7.619100317467219
(2018,7.579552500666566
(9,7.568600410583832
(174,7.474934959792711
(352,7.4602082997987
(250,7.387434649330978
(667,7.2397344291814045
(856,7.121664580439337
(252,7.068235851766089
(1245,6.951923775443645
(148,6.765602567313703
(246,6.732389970397361
(666,6.680747417253299
(762,6.235397259629069
(129,6.03387917287252
(2001,5.967183881172895
(423,5.94297251381233
(265,5.859742099610037
(717,5.734989109816366
(697,4.901427927664199
(180,4.7067542332914805
(238,4.645508405599103
(1956,4.075512661461758
(426,4.066306053923499
(753,4.060921355896881
(1246,4.007449105555789
(946,3.9557341805038773
(17,3.901484772873238
(586,3.8348360037199805
(2414,3.774594089196894
(718,3.4401813554834715
(947,3.4085847850825113
(31,3.3168119764090314
(351,3.246303679812243
(2098,3.189801076536833
(152,3.149561519472984
(698,3.035541080530635
(1056,3.00855738820726
(1903,3.0067471191843995
(1022,3.0034632053142083
(1787,2.9891738818811837
(2377,2.983657619190668
(558,2.9816964088604023
(1511,2.9685984099084752
(503,2.945190149288158
(285,2.911662950176201
(755,2.892352470081156
(983,2.8621731715344234
(700,2.8297067273851226
(554,2.824902525134762
(1227,2.781261069889486
(823,2.774408100686443
(3109,2.753317428039545
(3149,2.751399976188373
(261,2.7231188299673272
(1036,2.7059142540653696
(788,2.6767771454050826
(219,2.675798835560949
(731,2.675302179820408
(695,2.60779124994838
(2064,2.596098927533523
(1842,2.572065552236741
(942,2.563672696090549
(478,2.5538084967324184
(2579,2.550696441836161
(2254,2.507921915940499
(1591,2.4788502463290847
(38,2.4777326890087936
(3301,2.461791300224765
(3551,2.451676372600185
(2059,2.428048344594359
(3981,2.423490972125333
(921,2.422001954012945
(962,2.4121018162202414
(2338,2.4094296454848436
(612,2.3988917116130932
(376,2.3975749624100064
(2077,2.391335587798724
(1067,2.3751753612549344
(852,2.366695180652679
(870,2.3656705146039263
(1050,2.3519623062126516
(1021,2.3414716671603064
(837,2.3400664491782255
(813,2.3310277715069776
(2086,2.3294288612515053
(1001,2.325224599790857
(2194,2.3029530967266485
(3813,2.302048741134539
(2042,2.2849930136494887
(491,2.2753139906101367
(1412,2.2748630858723122
(1064,2.274056247032665
(2074,2.2737431119758233
(2975,2.2733308250448294
(924,2.2720410659710963
(3218,2.2646200556016485
(2214,2.247069963780277
(1575,2.2450437196351687
(1451,2.2419076056337404
(1087,2.2330941065638017
(1608,2.2186816924607484
(840,2.19852348225688
(260,2.1971016647390145
(5338,2.192876401969882
(1157,2.182113720447326
(200,2.1774682113191197
(2707,2.174967968791949
(4170,2.1669229473159377
(2017,2.164368796857416
(1860,2.1622986429023405
(892,2.159409988076097
(108,2.1542413430118574
(2207,2.153117533467648
