(367, 3.5612435664082716)
(249, 3.2578777364441307)
(145, 3.064924271655331)
(264, 2.981220356656767)
(266, 2.928461303570169)
(123, 2.7792880763852126)
(127, 2.774861126833164)
(122, 2.7640959220764665)
(1317, 2.7496680332751775)
(5, 2.731095382787307)
(251, 2.6581028637923554)
(427, 2.6359367862205145)
(149, 2.472632356697277)
(176, 2.4204219800807985)
(353, 2.3811085914383248)
(390, 2.3712150217147276)
(559, 2.345596093761873)
(124, 2.340576005884898)
(4, 2.309185341911172)
(7, 2.238916990267076)
(177, 2.2178862840895994)
(146, 2.199781342493357)
(424, 2.139527528311265)
(368, 2.133730378845274)
(3, 2.11977217250602)
(422, 2.0791647169738274)
(147, 2.0625788804254848)
(143, 2.0140507065131574)
(248, 2.0109805975590795)
(369, 2.0044381293466356)
(125, 1.96921993747754)
(144, 1.9587092022732535)
(128, 1.9573114123801074)
(754, 1.917424973408085)
(8, 1.8806605338803715)
(247, 1.8803710171035801)
(126, 1.8539499479227064)
(179, 1.8468171933502064)
(175, 1.8418478102580538)
(121, 1.8038946399279945)
(2018, 1.794595282376547)
(9, 1.7919414574470398)
(174, 1.769777488588178)
(352, 1.7663237173932176)
(250, 1.7490850406474454)
(667, 1.7141162263062613)
(856, 1.6862185164814865)
(252, 1.6735147491365991)
(1245, 1.6459922449978601)
(148, 1.6018673574260507)
(246, 1.5939642152380251)
(666, 1.5817561236898778)
(762, 1.4762786564175097)
(129, 1.428595280818115)
(2001, 1.4128009248363385)
(423, 1.4070616478312432)
(265, 1.3873272751570243)
(717, 1.3578657738826656)
(697, 1.16045704320266)
(180, 1.1143829053957839)
(238, 1.0998673318796557)
(1956, 0.9649673464546519)
(426, 0.9626881980766868)
(753, 0.9614068213528149)
(1246, 0.9487705766360289)
(946, 0.9365262249749543)
(17, 0.9237080553450479)
(586, 0.9078609661436458)
(2414, 0.8936763150687835)
(718, 0.8144971987442998)
(947, 0.8069592150430873)
(31, 0.7852462393457015)
(351, 0.768526995602758)
(2098, 0.7551598634350566)
(152, 0.7456370834685928)
(698, 0.7186501328276373)
(1056, 0.7122321723568756)
(1903, 0.711804590677162)
(1022, 0.7110897323440439)
(1787, 0.7076782048887865)
(2377, 0.706395692915699)
(558, 0.7059500900172823)
(1511, 0.7027511410532303)
(503, 0.6972708168409102)
(285, 0.6894467688480426)
(755, 0.684726303416796)
(983, 0.6776082906210804)
(700, 0.6699108658184584)
(554, 0.6687869580750214)
(1227, 0.6584608790889005)
(823, 0.6568308060038144)
(3109, 0.6518372997406785)
(3149, 0.6514179638175893)
(261, 0.6446989445610418)
(1036, 0.6406103180190644)
(788, 0.6337830656270119)
(219, 0.6334778273696245)
(731, 0.63344819370587)
(695, 0.6173638294858936)
(2064, 0.6145782457019576)
(1842, 0.6088849556960646)
(942, 0.6069701741469211)
(478, 0.6045823668696491)
(2579, 0.6038255695469891)
(2254, 0.5938119821929501)
(1591, 0.5868392979983396)
(38, 0.5865753174959351)
(3301, 0.5827575623858601)
(3551, 0.5804225986337621)
(2059, 0.5747412633170582)
(3981, 0.5737110952349491)
(921, 0.5733908116889372)
(962, 0.5710193078328248)
(2338, 0.570411857529031)
(612, 0.5678308682345142)
(376, 0.5676650572926754)
(2077, 0.5661257761926708)
(1067, 0.5623023020050841)
(852, 0.560292259222362)
(870, 0.5600490936170438)
(1050, 0.5568398907822625)
(1021, 0.5543091121205892)
(837, 0.5539691192541031)
(813, 0.5518566222458142)
(2086, 0.551484640041424)
(1001, 0.5503951731506307)
(2194, 0.5451789801417477)
(3813, 0.5450128860660538)
(2042, 0.5409252161770589)
(491, 0.5386843069684539)
(1412, 0.5385404605462575)
(1064, 0.5383599668082382)
(2074, 0.5382670428239371)
(2975, 0.5382281564949373)
(924, 0.5378620845352535)
(3218, 0.5360982477271485)
(2214, 0.5319560555324045)
(1575, 0.5314989956403147)
(1451, 0.5307125264862644)
(1087, 0.5286422813937799)
(1608, 0.5251794686429152)
(840, 0.5204297814079307)
(260, 0.5201674301104647)
(5338, 0.5191467916681545)
(1157, 0.516516769953606)
(200, 0.5155300201421605)
(2707, 0.5148816340996684)
(4170, 0.5129365877701442)
(2017, 0.5124206676614593)
(1860, 0.5119305382801356)
(892, 0.5112132030199359)
(108, 0.5099658842724457)
(2207, 0.5097354347939607)
(1980, 0.5097134583761487)
(113, 0.5092666473948443)
(3497, 0.5084891677811295)
(363, 0.5083744385764037)
(2193, 0.507101088264843)
(459, 0.5060863142676374)
(133, 0.5044103546350562)
(513, 0.5036114354465553)
(1867, 0.5026655717934663)
(1800, 0.500015535273433)
(585, 0.4999829704718114)
(222, 0.49996190194104406)
(57, 0.4978209222633594)
(3849, 0.497709542980477)
(1900, 0.4964930839467133)
(584, 0.49643380791930725)
(2383, 0.49510128126979136)
(1023, 0.49278614834011747)
(2652, 0.48985026940536014)
(1688, 0.48808240331946795)
(822, 0.4859973513392153)
(5566, 0.4859604558660148)
(873, 0.48559739714388117)
(940, 0.4852800000303511)
(132, 0.4832678189943944)
(1539, 0.48241930118061327)
(1983, 0.4811363274973648)
(2538, 0.47927911578567484)
(5157, 0.4782702467522837)
(2322, 0.47795049120667343)
(63, 0.4768297034634459)
(1749, 0.4762330744253854)
(2060, 0.47598973428750024)
(1947, 0.475734768440515)
(3105, 0.4751246113417983)
(665, 0.4743802489023846)
(114, 0.47348710250243153)
(2411, 0.47342454802012857)
(1728, 0.4725219126541639)
(326, 0.4713062012942786)
(918, 0.4698603507865504)
(1509, 0.46901197421416196)
(756, 0.4673024031450147)
(1766, 0.4672471038161312)
(10, 0.4652728867248681)
(442, 0.4652352868298667)
(2787, 0.4646669481949631)
(2440, 0.46419180535593696)
(2226, 0.46183358622824533)
(2227, 0.4597132173476335)
(5209, 0.45882740428455127)
(23, 0.4585629724836946)
(568, 0.4585533003872291)
(2881, 0.45756018430197265)
(1097, 0.45729347664570497)
(881, 0.45633112275688237)
(2563, 0.45624975887783725)
(820, 0.45610083398231616)
(391, 0.45572326291842535)
(3166, 0.4546055966384672)
(2071, 0.4541613899569751)
(2061, 0.4540680429766879)
(4854, 0.4525244696768447)
(377, 0.4518499317451081)
(658, 0.45055948781872834)
(534, 0.4502430673619341)
(2218, 0.4484603518488154)
(2397, 0.44836081261198746)
(158, 0.44787316656062715)
(2058, 0.44776283784182436)
(2228, 0.4461308213283006)
(1812, 0.44481752060275903)
